Age_Group,Gender,City_Type,Region,Occupation,Education,Income,Last_Purchase,Yearly_Purchases,Annual_Spend,Western_Frequency,Primary_Channel,Style,Fitness,Top_Factor,Occasion,Product_Interest,Bundle_Interest,Avg_Price,Too_Cheap,Acceptable,Too_Expensive,Trendiness,Quality_Pref,Identity_Expression,Peer_Influence,Aspirational,New_Brand_Open,Sustainability,COD_Preference,Concern,Loyalty_Offer,Brand,Switch_Reason,Discount_Type,Purchase_Intent
33–40,Male,Metro,North-East,Unemployed,Graduate,NA,8-30d,1-3,>1L,Weekly,Nykaa,Athleisure,No,Price,College,Sneakers,Maybe,2000-4000,600-900,2000-3000,>6000,1,1,3,5,3,3,4,Always,No online,Early Access,H&M,Trend,Free Shipping,Low
41–50,Male,Tier-2,South,Private,Diploma,15-30k,>6m,4-6,30-60k,Monthly,Myntra,Athleisure,Daily,Comfort,Party,Accessories,Maybe,500-1000,600-900,800-1300,>6000,4,5,4,2,5,5,2,Always,No online,Early Access,Roadster,None,Flat,Low
Under 18,Female,Tier-3,North-East,Private,Diploma,30-60k,1-3m,13-20,5-15k,Weekly,Ajio,Ethnic,Daily,Sustainability,Sale,Accessories,Maybe,2000-4000,1200-1500,3000-4000,>3000,2,1,4,2,4,5,1,No,Sizing,Early Access,H&M,Fit,Free Shipping,Moderate
41–50,Male,Tier-2,North,Student,Diploma,NA,<7d,1-3,60k-1L,Quarterly,Instagram,Ethnic,3-4x,Sustainability,None,Graphic,Yes,4000-7000,900-1200,500-800,>6000,1,4,3,1,3,3,3,Always,Quality,None,Uniqlo,Price,Scratch,High
41–50,Male,Rural,North-East,Freelancer,School,NA,8-30d,20+,<5k,Weekly,Meesho,Smart,3-4x,Sustainability,Festive,Sneakers,Yes,2000-4000,1200-1500,500-800,>1500,4,1,2,2,1,3,1,Always,No online,Birthday,None,Fit,Flat,None
Under 18,Female,Tier-3,East,Private,Graduate,60k-1L,1-3m,4-6,30-60k,Weekly,Instagram,Fusion,Occasional,Sustainability,Daily,Accessories,Maybe,<500,900-1200,2000-3000,>1500,2,5,4,4,4,1,1,No preference,No online,Birthday,H&M,Service,Flat,Moderate
Under 18,Female,Metro,Central,Homemaker,Diploma,>1L,<7d,20+,30-60k,Quarterly,Nykaa,Formal,Occasional,Sustainability,College,Cargo,Maybe,4000-7000,600-900,800-1300,>4000,1,2,2,2,3,3,1,Always,No online,Free Gift,Local,Recommendation,Welcome,High
Under 18,Prefer not to say,Tier-3,Central,Freelancer,School,<15k,8-30d,13-20,<5k,Monthly,Brand,Fusion,Occasional,Quality,Festive,Co-ord,Yes,1000-2000,600-900,800-1300,>6000,1,1,2,1,4,3,1,No,None,Early Access,Uniqlo,None,Flat,Low
Under 18,Male,Metro,North-East,Student,School,30-60k,1-3m,20+,<5k,Weekly,Ajio,Fusion,3-4x,Trend,None,Accessories,Yes,2000-4000,600-900,1300-2000,>3000,2,4,1,4,2,2,5,No preference,No online,Points,Local,Trend,Bundle,None
33–40,Non-binary,Metro,South,Freelancer,School,15-30k,1-3m,1-3,30-60k,Weekly,Nykaa,Smart,Occasional,Quality,Party,Graphic,Maybe,>7000,600-900,500-800,>2000,2,5,3,5,3,5,2,No preference,Returns,Points,Zara,Trend,Welcome,Neutral
25–32,Female,Tier-2,South,Government,Graduate,30-60k,1-3m,1-3,5-15k,Quarterly,Nykaa,Ethnic,Occasional,Brand,Party,Cargo,Maybe,500-1000,<300,500-800,>4000,5,3,1,3,3,1,2,No,Sizing,Referral,Newme,Quality,Bundle,Moderate
25–32,Prefer not to say,Tier-2,East,Unemployed,School,>1L,3-6m,7-12,<5k,Quarterly,Offline,Fusion,3-4x,Quality,None,Sneakers,Maybe,2000-4000,600-900,500-800,>3000,5,2,5,2,4,4,3,No preference,Quality,Early Access,Newme,None,Scratch,Low
Under 18,Non-binary,Tier-2,North,Freelancer,Graduate,<15k,>6m,4-6,60k-1L,Quarterly,Offline,Fusion,No,Comfort,Daily,Accessories,Yes,500-1000,600-900,500-800,>6000,4,2,1,4,2,1,5,First time,Returns,Points,Roadster,Trend,Bundle,Neutral
25–32,Male,Rural,North-East,Private,Postgraduate,30-60k,<7d,13-20,60k-1L,Rare,Ajio,Fusion,Daily,Sustainability,Festive,Cargo,Maybe,<500,900-1200,3000-4000,>3000,4,2,4,3,1,5,5,Always,No online,None,Newme,Service,B2G1,High
25–32,Prefer not to say,Rural,Central,Student,School,>1L,>6m,4-6,5-15k,Quarterly,Ajio,Casual,3-4x,Quality,Daily,Cargo,Yes,1000-2000,600-900,800-1300,>2000,3,5,4,5,2,4,2,First time,Sizing,Free Gift,Bonkers,Service,Bundle,None
Under 18,Female,Tier-2,North-East,Unemployed,Diploma,15-30k,>6m,20+,>1L,Monthly,Ajio,Fusion,Occasional,Trend,Party,Cargo,No,>7000,600-900,1300-2000,>3000,5,1,4,3,1,3,3,No,Sizing,Points,Zara,Recommendation,Flat,Low
25–32,Non-binary,Rural,East,Private,School,60k-1L,>6m,13-20,15-30k,Weekly,Amazon,Fusion,Daily,Sustainability,Party,Cargo,Maybe,4000-7000,900-1200,3000-4000,>2000,2,1,5,5,5,2,5,First time,Quality,None,Uniqlo,Trend,Free Shipping,Low
41–50,Female,Tier-3,West,Unemployed,Postgraduate,NA,1-3m,13-20,5-15k,Weekly,Brand,Formal,3-4x,Price,Sale,Cargo,No,4000-7000,600-900,800-1300,>2000,5,1,2,1,2,2,3,No,Quality,None,Uniqlo,Recommendation,Welcome,None
18–24,Male,Tier-3,West,Homemaker,Postgraduate,15-30k,>6m,1-3,30-60k,Rare,Myntra,Athleisure,Daily,Brand,Party,Cargo,Yes,1000-2000,600-900,2000-3000,>2000,4,1,4,1,1,5,2,First time,Quality,Free Gift,None,Fit,Welcome,Low
18–24,Non-binary,Rural,East,Government,School,<15k,3-6m,20+,15-30k,Weekly,Meesho,Casual,Daily,Comfort,College,Athleisure,No,<500,1200-1500,500-800,>3000,4,2,1,5,4,5,1,Always,None,Early Access,Newme,Service,Welcome,Low
Under 18,Male,Rural,Central,Homemaker,Postgraduate,NA,8-30d,1-3,30-60k,Weekly,Offline,Fusion,No,Trend,Sale,Sneakers,Maybe,<500,<300,1300-2000,>6000,4,3,2,3,1,2,5,No,Sizing,Referral,H&M,Trend,Free Shipping,High
33–40,Male,Tier-3,East,Private,Graduate,15-30k,1-3m,1-3,60k-1L,Monthly,Instagram,Athleisure,Occasional,Brand,Daily,Co-ord,No,2000-4000,900-1200,800-1300,>1500,2,2,1,2,5,4,3,No,No online,Referral,Newme,Trend,Bundle,Moderate
Under 18,Prefer not to say,Metro,Central,Private,Graduate,15-30k,<7d,7-12,<5k,Weekly,Instagram,Fusion,3-4x,Quality,Party,Sneakers,No,<500,1200-1500,2000-3000,>1500,1,3,1,3,1,4,1,No,Delivery,Birthday,Zara,Fit,Scratch,Neutral
33–40,Female,Tier-3,South,Private,School,15-30k,8-30d,1-3,30-60k,Monthly,Nykaa,Smart,Occasional,Brand,None,Graphic,No,2000-4000,300-600,500-800,>3000,4,3,4,3,2,1,2,No preference,Returns,Early Access,H&M,Recommendation,B2G1,None
18–24,Non-binary,Tier-3,East,Business,Graduate,15-30k,8-30d,4-6,60k-1L,Rare,Offline,Smart,No,Sustainability,College,Graphic,Yes,500-1000,300-600,2000-3000,>6000,5,1,1,2,1,3,4,Always,Quality,Points,H&M,None,Flat,Neutral
Under 18,Male,Rural,Central,Government,Graduate,NA,8-30d,13-20,5-15k,Monthly,Myntra,Athleisure,No,Sustainability,Sale,Sneakers,Maybe,1000-2000,<300,2000-3000,>1500,1,4,5,3,2,4,5,No preference,Sizing,Referral,Uniqlo,Trend,Scratch,None
50+,Male,Tier-3,East,Unemployed,Diploma,<15k,>6m,1-3,30-60k,Quarterly,Ajio,Casual,3-4x,Price,College,Cargo,Yes,500-1000,300-600,3000-4000,>2000,5,5,2,3,5,3,5,No preference,No online,None,Local,Price,Welcome,None
41–50,Non-binary,Rural,East,Private,School,>1L,>6m,4-6,60k-1L,Quarterly,Instagram,Formal,3-4x,Brand,Sale,Athleisure,No,500-1000,<300,2000-3000,>3000,4,4,4,4,1,5,3,Always,Returns,Free Gift,None,Quality,Flat,Low
25–32,Male,Rural,Central,Private,Postgraduate,30-60k,1-3m,20+,<5k,Rare,Offline,Casual,No,Brand,Sale,Co-ord,No,500-1000,300-600,3000-4000,>3000,2,3,4,5,1,4,2,No,Delivery,None,None,Service,Bundle,High
33–40,Prefer not to say,Tier-2,Central,Unemployed,School,60k-1L,>6m,13-20,30-60k,Weekly,Brand,Casual,3-4x,Sustainability,Sale,Accessories,Yes,500-1000,300-600,3000-4000,>4000,1,4,1,1,5,4,2,No preference,Returns,Free Gift,Zara,Fit,Scratch,None
50+,Prefer not to say,Tier-3,North,Homemaker,Graduate,30-60k,>6m,20+,>1L,Monthly,Brand,Smart,Daily,Quality,None,Accessories,Yes,4000-7000,1200-1500,2000-3000,>4000,1,3,1,5,1,4,5,No preference,Delivery,Points,Roadster,Fit,B2G1,Neutral
25–32,Prefer not to say,Metro,East,Homemaker,Diploma,30-60k,>6m,4-6,60k-1L,Quarterly,Meesho,Smart,Daily,Quality,Daily,Cargo,No,<500,300-600,800-1300,>4000,4,2,3,3,2,1,5,No,No online,Points,None,Quality,Welcome,Moderate
25–32,Prefer not to say,Tier-2,West,Private,School,60k-1L,1-3m,20+,30-60k,Monthly,Amazon,Formal,No,Comfort,Sale,Sneakers,Maybe,1000-2000,<300,2000-3000,>6000,4,2,3,2,3,5,3,Always,Quality,Early Access,Roadster,Price,Bundle,Neutral
Under 18,Male,Rural,East,Student,School,NA,1-3m,20+,<5k,Quarterly,Offline,Fusion,Occasional,Quality,Sale,Accessories,Yes,1000-2000,600-900,2000-3000,>3000,4,1,4,2,3,2,3,Always,None,Points,Zara,Quality,Scratch,High
25–32,Non-binary,Rural,East,Business,Graduate,<15k,3-6m,20+,30-60k,Monthly,Ajio,Formal,3-4x,Brand,College,Sneakers,No,>7000,600-900,800-1300,>4000,3,5,4,1,2,1,4,Always,Delivery,Points,Uniqlo,Trend,B2G1,Moderate
41–50,Non-binary,Metro,Central,Homemaker,Graduate,60k-1L,3-6m,1-3,30-60k,Weekly,Nykaa,Fusion,3-4x,Price,Sale,Athleisure,No,500-1000,600-900,500-800,>3000,2,2,1,1,1,1,1,No preference,Quality,Points,Local,None,Scratch,Low
50+,Non-binary,Rural,East,Student,School,<15k,3-6m,1-3,>1L,Rare,Meesho,Athleisure,Daily,Quality,Daily,Athleisure,Maybe,1000-2000,<300,1300-2000,>2000,2,5,5,1,2,4,3,Always,Returns,Referral,Zara,Recommendation,Welcome,Neutral
25–32,Non-binary,Tier-3,North-East,Business,Graduate,NA,3-6m,1-3,60k-1L,Weekly,Meesho,Athleisure,3-4x,Sustainability,None,Sneakers,No,2000-4000,<300,500-800,>4000,4,1,5,2,5,1,1,Always,No online,Early Access,Zara,Fit,Bundle,Neutral
Under 18,Female,Tier-2,East,Private,Graduate,30-60k,8-30d,13-20,15-30k,Monthly,Amazon,Ethnic,Occasional,Sustainability,None,Cargo,Yes,1000-2000,600-900,2000-3000,>3000,3,5,1,3,2,2,5,No preference,Returns,Points,H&M,Recommendation,Flat,None
41–50,Non-binary,Rural,North-East,Government,Graduate,<15k,8-30d,4-6,30-60k,Quarterly,Ajio,Smart,3-4x,Comfort,College,Cargo,No,500-1000,300-600,500-800,>6000,4,2,3,1,3,1,4,Always,Returns,Points,Local,Recommendation,Scratch,None
18–24,Female,Rural,West,Freelancer,Graduate,NA,3-6m,1-3,15-30k,Quarterly,Meesho,Ethnic,3-4x,Comfort,Sale,Cargo,No,1000-2000,600-900,1300-2000,>6000,4,2,3,1,4,1,4,First time,No online,None,None,Recommendation,Free Shipping,Moderate
50+,Female,Metro,Central,Freelancer,Graduate,NA,3-6m,20+,5-15k,Rare,Amazon,Ethnic,Daily,Brand,College,Accessories,No,<500,900-1200,500-800,>6000,2,4,5,2,5,4,4,Always,No online,None,None,None,Welcome,Low
25–32,Prefer not to say,Tier-3,East,Private,Diploma,>1L,<7d,20+,30-60k,Weekly,Offline,Smart,3-4x,Quality,None,Co-ord,No,500-1000,<300,1300-2000,>4000,3,4,4,3,1,5,2,Always,None,Free Gift,H&M,Recommendation,B2G1,None
Under 18,Female,Rural,North-East,Homemaker,Graduate,60k-1L,8-30d,20+,15-30k,Weekly,Myntra,Ethnic,No,Quality,Daily,Co-ord,Maybe,4000-7000,900-1200,500-800,>6000,2,4,1,1,2,2,5,No,Sizing,Referral,Zara,Trend,B2G1,Neutral
18–24,Male,Metro,North-East,Student,Postgraduate,>1L,<7d,20+,5-15k,Weekly,Meesho,Casual,No,Comfort,College,Cargo,Yes,<500,900-1200,3000-4000,>1500,4,5,4,3,5,4,2,No preference,Delivery,Points,Uniqlo,None,Free Shipping,Moderate
18–24,Female,Rural,North-East,Government,School,30-60k,<7d,7-12,>1L,Quarterly,Instagram,Fusion,Occasional,Quality,Daily,Sneakers,No,1000-2000,<300,2000-3000,>2000,5,2,3,4,3,1,2,No,No online,Referral,H&M,Fit,Free Shipping,None
33–40,Prefer not to say,Metro,South,Unemployed,Diploma,60k-1L,>6m,13-20,60k-1L,Rare,Offline,Formal,Occasional,Brand,Party,Athleisure,Yes,4000-7000,600-900,1300-2000,>3000,1,1,5,1,1,2,4,First time,Sizing,Early Access,Bonkers,Recommendation,Bundle,None
41–50,Female,Metro,North,Business,Diploma,30-60k,1-3m,4-6,30-60k,Quarterly,Ajio,Smart,Occasional,Price,Sale,Graphic,Maybe,>7000,1200-1500,2000-3000,>1500,4,3,4,1,2,3,2,Always,Returns,Early Access,Zara,Fit,Free Shipping,High
25–32,Male,Tier-3,West,Private,Graduate,>1L,8-30d,4-6,60k-1L,Weekly,Nykaa,Casual,Occasional,Sustainability,Daily,Athleisure,Yes,<500,900-1200,3000-4000,>4000,3,2,3,2,2,1,5,No,None,None,Local,None,Welcome,Moderate
Under 18,Male,Rural,East,Government,School,NA,3-6m,1-3,5-15k,Monthly,Nykaa,Athleisure,Daily,Brand,Sale,Athleisure,Maybe,>7000,600-900,500-800,>3000,5,4,3,4,1,5,5,No,Quality,Birthday,H&M,Recommendation,Scratch,Moderate
33–40,Male,Tier-3,South,Government,Postgraduate,30-60k,3-6m,7-12,60k-1L,Quarterly,Ajio,Formal,3-4x,Quality,Daily,Graphic,Yes,2000-4000,1200-1500,2000-3000,>3000,3,4,3,4,4,1,2,First time,None,Free Gift,Roadster,Trend,Free Shipping,Low
41–50,Prefer not to say,Metro,East,Homemaker,Graduate,60k-1L,1-3m,4-6,60k-1L,Rare,Amazon,Formal,Daily,Brand,Festive,Cargo,Yes,<500,900-1200,500-800,>6000,4,5,4,4,4,5,5,Always,No online,Birthday,None,Quality,Welcome,None
33–40,Prefer not to say,Tier-2,East,Business,School,60k-1L,8-30d,13-20,<5k,Weekly,Brand,Formal,Occasional,Sustainability,Festive,Athleisure,No,4000-7000,600-900,500-800,>3000,4,4,2,5,5,3,1,No,Sizing,Referral,Zara,Recommendation,Flat,Moderate
50+,Non-binary,Rural,Central,Government,Graduate,30-60k,3-6m,20+,5-15k,Monthly,Ajio,Ethnic,3-4x,Trend,Festive,Graphic,Yes,>7000,900-1200,2000-3000,>3000,1,5,5,2,2,4,2,Always,Returns,Free Gift,Local,Service,Free Shipping,Low
41–50,Prefer not to say,Tier-2,Central,Homemaker,Graduate,60k-1L,3-6m,1-3,60k-1L,Quarterly,Instagram,Ethnic,No,Sustainability,Daily,Accessories,No,2000-4000,600-900,1300-2000,>2000,3,1,3,2,5,4,4,First time,Delivery,None,Local,Service,Flat,None
41–50,Male,Rural,Central,Student,Graduate,NA,>6m,13-20,15-30k,Monthly,Meesho,Ethnic,Daily,Sustainability,None,Sneakers,No,>7000,300-600,1300-2000,>4000,5,4,4,1,1,4,4,First time,None,Points,Zara,Quality,Scratch,Neutral
25–32,Male,Tier-3,South,Homemaker,Graduate,NA,<7d,4-6,5-15k,Monthly,Offline,Ethnic,3-4x,Trend,None,Sneakers,Yes,1000-2000,300-600,2000-3000,>1500,1,5,1,2,5,2,5,Always,Sizing,None,Zara,Price,B2G1,High
41–50,Prefer not to say,Tier-3,East,Student,Graduate,60k-1L,3-6m,7-12,<5k,Rare,Nykaa,Casual,No,Quality,Sale,Sneakers,No,500-1000,<300,1300-2000,>6000,3,4,5,1,2,5,5,First time,Sizing,None,Newme,None,Scratch,Low
33–40,Female,Tier-3,North,Student,Graduate,30-60k,8-30d,1-3,30-60k,Quarterly,Myntra,Ethnic,No,Quality,Festive,Cargo,Yes,>7000,1200-1500,800-1300,>2000,4,5,1,1,4,1,4,No preference,Quality,Free Gift,Zara,Quality,Free Shipping,High
41–50,Prefer not to say,Tier-3,West,Unemployed,Graduate,>1L,1-3m,4-6,>1L,Rare,Nykaa,Smart,Occasional,Price,Sale,Athleisure,No,1000-2000,900-1200,500-800,>1500,1,2,1,5,4,2,1,No,Delivery,Free Gift,Roadster,Quality,B2G1,Neutral
25–32,Prefer not to say,Tier-3,Central,Unemployed,Postgraduate,60k-1L,>6m,1-3,60k-1L,Weekly,Brand,Formal,No,Sustainability,Daily,Athleisure,No,500-1000,900-1200,2000-3000,>1500,4,5,4,2,1,2,4,No preference,Sizing,Early Access,H&M,Quality,Scratch,Moderate
25–32,Male,Tier-2,Central,Government,Diploma,60k-1L,8-30d,4-6,15-30k,Monthly,Meesho,Casual,No,Brand,Sale,Co-ord,Maybe,500-1000,600-900,3000-4000,>2000,2,3,2,2,3,1,2,No preference,Delivery,Birthday,Zara,Service,Flat,None
50+,Non-binary,Tier-3,East,Homemaker,Postgraduate,60k-1L,>6m,20+,<5k,Rare,Nykaa,Athleisure,Occasional,Price,Sale,Sneakers,Maybe,4000-7000,1200-1500,2000-3000,>6000,2,1,4,5,5,3,4,First time,Returns,Early Access,Uniqlo,Fit,B2G1,Moderate
33–40,Male,Metro,East,Unemployed,Graduate,60k-1L,<7d,7-12,5-15k,Rare,Brand,Ethnic,3-4x,Quality,Festive,Cargo,Yes,2000-4000,900-1200,2000-3000,>4000,1,2,4,5,1,4,3,First time,No online,Early Access,Bonkers,Price,Flat,High
18–24,Non-binary,Metro,South,Student,Graduate,30-60k,3-6m,20+,>1L,Weekly,Meesho,Athleisure,3-4x,Quality,None,Graphic,No,2000-4000,1200-1500,500-800,>2000,1,1,5,2,4,3,1,Always,None,Birthday,Uniqlo,None,Bundle,Moderate
18–24,Male,Tier-2,South,Unemployed,Postgraduate,>1L,8-30d,4-6,>1L,Quarterly,Instagram,Formal,Occasional,Comfort,College,Cargo,Maybe,<500,1200-1500,3000-4000,>2000,3,2,4,2,2,3,1,No preference,Sizing,Early Access,Uniqlo,Price,Scratch,Moderate
41–50,Prefer not to say,Rural,Central,Business,Postgraduate,>1L,1-3m,13-20,60k-1L,Rare,Meesho,Casual,Daily,Price,Party,Athleisure,Maybe,1000-2000,300-600,500-800,>2000,5,4,5,1,2,4,4,No,Returns,Free Gift,H&M,Price,Scratch,Low
50+,Male,Metro,East,Government,Diploma,<15k,<7d,20+,<5k,Monthly,Ajio,Formal,Occasional,Quality,Daily,Sneakers,Maybe,4000-7000,900-1200,1300-2000,>6000,5,5,3,3,3,3,3,Always,Quality,Referral,Roadster,Trend,Flat,Low
Under 18,Male,Rural,North,Homemaker,Postgraduate,60k-1L,<7d,13-20,<5k,Monthly,Nykaa,Athleisure,3-4x,Trend,Daily,Co-ord,No,>7000,900-1200,2000-3000,>2000,2,4,5,1,3,2,2,Always,Delivery,Points,None,Recommendation,Bundle,Neutral
41–50,Male,Tier-2,West,Homemaker,Diploma,60k-1L,>6m,4-6,15-30k,Monthly,Amazon,Casual,Daily,Comfort,Daily,Accessories,Yes,1000-2000,<300,500-800,>2000,2,1,4,4,4,1,4,Always,No online,Points,None,Quality,B2G1,Low
50+,Prefer not to say,Rural,East,Freelancer,Graduate,<15k,<7d,7-12,30-60k,Monthly,Offline,Fusion,Occasional,Brand,Party,Cargo,No,>7000,1200-1500,800-1300,>3000,2,1,3,4,3,2,2,First time,Returns,Early Access,Newme,Fit,Flat,Low
33–40,Prefer not to say,Rural,East,Homemaker,School,>1L,8-30d,13-20,30-60k,Rare,Amazon,Casual,3-4x,Comfort,College,Co-ord,No,>7000,600-900,2000-3000,>3000,4,2,3,3,3,2,3,First time,Delivery,Birthday,Local,Fit,Bundle,Low
33–40,Prefer not to say,Rural,North-East,Government,School,15-30k,>6m,4-6,30-60k,Monthly,Offline,Ethnic,3-4x,Sustainability,None,Athleisure,Maybe,>7000,300-600,1300-2000,>3000,5,1,2,5,2,5,4,Always,No online,Free Gift,None,Trend,Flat,Low
33–40,Prefer not to say,Rural,South,Business,School,NA,<7d,13-20,>1L,Rare,Nykaa,Athleisure,3-4x,Sustainability,Sale,Graphic,No,<500,<300,500-800,>3000,1,5,4,4,5,4,4,First time,Delivery,Early Access,Roadster,Service,Welcome,Neutral
33–40,Non-binary,Tier-2,West,Homemaker,School,15-30k,1-3m,20+,>1L,Quarterly,Instagram,Formal,No,Brand,None,Cargo,No,<500,300-600,500-800,>2000,2,1,1,5,2,4,2,First time,Sizing,Free Gift,Uniqlo,Trend,Scratch,Low
33–40,Non-binary,Metro,Central,Freelancer,Graduate,>1L,8-30d,4-6,5-15k,Monthly,Nykaa,Formal,No,Trend,Daily,Accessories,Maybe,4000-7000,600-900,800-1300,>3000,3,4,4,5,2,2,4,Always,Delivery,Free Gift,Newme,Trend,Welcome,Low
50+,Female,Tier-3,East,Government,School,60k-1L,1-3m,20+,>1L,Quarterly,Offline,Formal,Daily,Brand,Sale,Athleisure,Maybe,<500,<300,1300-2000,>1500,1,5,1,1,4,4,3,No,Returns,None,H&M,Quality,B2G1,High
50+,Prefer not to say,Rural,Central,Student,Postgraduate,15-30k,1-3m,1-3,>1L,Rare,Instagram,Smart,Daily,Price,Festive,Sneakers,No,4000-7000,300-600,800-1300,>4000,1,1,2,5,4,5,4,No,Quality,Points,Local,Service,Welcome,Low
25–32,Non-binary,Metro,East,Private,Postgraduate,30-60k,>6m,4-6,<5k,Weekly,Myntra,Smart,Daily,Brand,None,Cargo,Maybe,<500,600-900,2000-3000,>3000,1,3,4,3,5,1,5,First time,Sizing,Referral,Newme,Recommendation,Scratch,Neutral
18–24,Male,Metro,Central,Private,School,30-60k,3-6m,13-20,5-15k,Quarterly,Instagram,Ethnic,No,Brand,Festive,Co-ord,Yes,2000-4000,<300,3000-4000,>6000,5,3,2,1,1,3,3,No,None,Referral,H&M,Recommendation,Free Shipping,Neutral
33–40,Prefer not to say,Tier-2,West,Student,Postgraduate,<15k,>6m,1-3,<5k,Monthly,Nykaa,Fusion,Daily,Comfort,Festive,Cargo,Yes,4000-7000,600-900,500-800,>4000,2,4,1,3,3,4,1,No,Quality,Birthday,None,Trend,Bundle,Moderate
Under 18,Female,Metro,South,Unemployed,Diploma,>1L,8-30d,20+,15-30k,Weekly,Myntra,Smart,3-4x,Trend,None,Athleisure,Yes,2000-4000,<300,800-1300,>1500,3,2,5,5,3,2,2,First time,Returns,Referral,Local,Recommendation,Scratch,Low
50+,Female,Tier-2,West,Homemaker,Graduate,>1L,8-30d,20+,15-30k,Quarterly,Myntra,Casual,3-4x,Brand,Daily,Athleisure,Yes,2000-4000,900-1200,500-800,>4000,4,2,4,4,2,4,3,No,Sizing,Early Access,Roadster,Fit,Scratch,None
Under 18,Female,Rural,North-East,Private,School,15-30k,>6m,13-20,5-15k,Rare,Offline,Athleisure,Daily,Price,Party,Co-ord,Yes,4000-7000,900-1200,500-800,>4000,3,1,3,5,2,2,1,First time,No online,Points,Uniqlo,Quality,Free Shipping,Moderate
Under 18,Male,Rural,North,Unemployed,School,60k-1L,3-6m,1-3,5-15k,Rare,Myntra,Ethnic,Daily,Comfort,Daily,Accessories,Maybe,1000-2000,300-600,800-1300,>1500,3,5,3,3,5,3,1,No preference,No online,Points,Roadster,Recommendation,Welcome,Neutral
Under 18,Non-binary,Tier-3,South,Private,Graduate,>1L,>6m,7-12,>1L,Rare,Myntra,Fusion,No,Trend,Festive,Athleisure,Maybe,500-1000,1200-1500,500-800,>3000,3,2,2,2,3,4,3,Always,Delivery,Free Gift,Newme,Service,B2G1,Moderate
25–32,Male,Tier-3,West,Student,Postgraduate,15-30k,8-30d,13-20,15-30k,Quarterly,Ajio,Casual,3-4x,Trend,Festive,Cargo,Yes,<500,1200-1500,1300-2000,>1500,4,3,5,2,2,3,1,No,Quality,Early Access,Local,Fit,Free Shipping,None
50+,Prefer not to say,Tier-3,North-East,Homemaker,Graduate,15-30k,3-6m,20+,60k-1L,Rare,Instagram,Formal,Occasional,Quality,Daily,Accessories,Yes,>7000,600-900,1300-2000,>6000,3,2,3,4,2,2,1,Always,Sizing,Early Access,Bonkers,Price,Scratch,High
Under 18,Female,Metro,North,Homemaker,Graduate,NA,8-30d,4-6,30-60k,Quarterly,Meesho,Smart,Occasional,Sustainability,Party,Co-ord,Yes,<500,<300,3000-4000,>1500,3,3,3,3,4,5,5,Always,None,Free Gift,Uniqlo,Quality,B2G1,None
33–40,Male,Rural,North-East,Unemployed,Postgraduate,NA,3-6m,1-3,>1L,Monthly,Amazon,Casual,No,Price,Party,Athleisure,Maybe,>7000,900-1200,1300-2000,>2000,2,2,4,4,1,5,4,First time,None,None,Uniqlo,Fit,Flat,Moderate
41–50,Male,Tier-2,East,Student,Graduate,>1L,3-6m,7-12,30-60k,Monthly,Myntra,Fusion,No,Sustainability,Sale,Athleisure,Maybe,1000-2000,1200-1500,800-1300,>2000,2,4,3,1,5,1,5,No,None,None,Roadster,Trend,Scratch,Low
Under 18,Non-binary,Tier-3,East,Unemployed,Postgraduate,15-30k,>6m,4-6,15-30k,Quarterly,Meesho,Ethnic,No,Comfort,College,Cargo,No,500-1000,900-1200,1300-2000,>4000,2,5,1,5,1,2,4,No,No online,Free Gift,Newme,Trend,Free Shipping,High
25–32,Non-binary,Tier-2,Central,Homemaker,Postgraduate,<15k,>6m,1-3,30-60k,Quarterly,Amazon,Casual,3-4x,Comfort,Festive,Athleisure,No,1000-2000,600-900,3000-4000,>3000,1,1,2,1,1,2,1,No preference,Sizing,Points,Zara,Quality,Flat,None
50+,Female,Tier-2,South,Homemaker,Graduate,<15k,>6m,13-20,60k-1L,Weekly,Meesho,Ethnic,Daily,Price,Party,Cargo,No,500-1000,600-900,2000-3000,>3000,3,3,3,2,5,2,4,No,Quality,Early Access,None,Service,Free Shipping,Low
25–32,Male,Tier-3,East,Government,Diploma,NA,3-6m,13-20,60k-1L,Rare,Myntra,Formal,Daily,Trend,None,Sneakers,No,4000-7000,<300,2000-3000,>2000,5,2,4,5,3,5,5,No,Delivery,Referral,None,None,Bundle,None
Under 18,Male,Rural,North-East,Unemployed,Postgraduate,>1L,3-6m,1-3,<5k,Monthly,Amazon,Fusion,No,Brand,Festive,Accessories,Maybe,4000-7000,1200-1500,800-1300,>6000,5,1,1,1,2,5,2,First time,Quality,Referral,H&M,Trend,B2G1,Neutral
50+,Non-binary,Tier-3,South,Government,Graduate,60k-1L,8-30d,7-12,5-15k,Monthly,Nykaa,Fusion,3-4x,Price,College,Cargo,Maybe,>7000,600-900,3000-4000,>1500,5,3,3,2,5,5,2,Always,Delivery,Points,Zara,Fit,Flat,Low
41–50,Male,Tier-2,East,Student,Postgraduate,<15k,1-3m,1-3,30-60k,Weekly,Nykaa,Smart,Occasional,Comfort,None,Graphic,Maybe,2000-4000,600-900,1300-2000,>1500,4,3,2,1,2,4,4,No preference,Quality,Referral,Local,Price,Welcome,Neutral
